               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 151,            0.038152,            0.043856,            0.015977,             0.73073,             0.78879,             0.81957,             0.53242,             0.04219,            0.046773,             0.01567,            0.002318,            0.002318,            0.002318
                 152,            0.043727,            0.042355,            0.015839,             0.65373,             0.80134,             0.76452,             0.50075,            0.041918,            0.046941,             0.01557,           0.0022684,           0.0022684,           0.0022684
                 153,            0.049975,            0.042515,            0.015961,              0.6453,             0.80318,              0.7801,             0.51391,            0.041857,             0.04674,            0.015485,           0.0022196,           0.0022196,           0.0022196
                 154,             0.03759,            0.044359,            0.016251,              0.6407,              0.7994,             0.77228,             0.49557,            0.041794,            0.047008,            0.015529,           0.0021717,           0.0021717,           0.0021717
                 155,            0.038082,            0.043238,            0.016154,             0.61479,             0.80499,             0.77879,             0.48878,            0.042211,            0.047166,            0.015357,           0.0021245,           0.0021245,           0.0021245
                 156,            0.044294,            0.043047,            0.015815,             0.63171,             0.79032,             0.76439,             0.51191,            0.041637,            0.047004,             0.01526,           0.0020782,           0.0020782,           0.0020782
                 157,            0.039019,            0.042271,            0.016373,             0.63711,             0.79252,             0.77883,             0.51144,            0.041664,            0.046596,            0.015289,           0.0020327,           0.0020327,           0.0020327
                 158,            0.037836,            0.039891,            0.016223,             0.63158,             0.81935,             0.78274,             0.51227,            0.041638,            0.046334,            0.015253,           0.0019881,           0.0019881,           0.0019881
                 159,            0.042727,            0.042782,             0.01513,             0.64916,              0.7725,             0.82182,             0.51349,            0.042781,            0.046553,            0.015041,           0.0019443,           0.0019443,           0.0019443
                 160,            0.039929,            0.045532,            0.015923,             0.64875,             0.79422,             0.76457,             0.48511,            0.042366,            0.047205,            0.015242,           0.0019014,           0.0019014,           0.0019014
                 161,            0.043937,            0.045766,            0.015703,             0.68026,              0.8184,             0.82672,             0.54875,            0.041667,            0.046277,            0.015042,           0.0018594,           0.0018594,           0.0018594
                 162,            0.043134,             0.04121,              0.0156,             0.70933,             0.81123,             0.83185,             0.55047,            0.041864,            0.045978,            0.014891,           0.0018183,           0.0018183,           0.0018183
                 163,            0.043809,            0.040763,              0.0159,             0.70706,              0.7769,             0.82592,             0.55304,            0.041724,            0.046105,             0.01496,           0.0017781,           0.0017781,           0.0017781
                 164,            0.056825,            0.044013,            0.015797,             0.67843,             0.76357,             0.82522,             0.55719,            0.041686,            0.046061,            0.014963,           0.0017389,           0.0017389,           0.0017389
                 165,            0.049746,            0.042277,            0.015194,             0.71662,             0.75492,              0.8255,             0.54653,            0.042054,            0.046584,            0.014928,           0.0017005,           0.0017005,           0.0017005
                 166,            0.042057,            0.038862,            0.015132,             0.72333,             0.78917,             0.83943,             0.56284,            0.041383,            0.046233,             0.01489,           0.0016631,           0.0016631,           0.0016631
                 167,            0.042483,            0.043058,            0.015162,             0.74287,             0.80528,             0.83736,             0.55423,            0.041629,              0.0464,            0.015179,           0.0016267,           0.0016267,           0.0016267
                 168,            0.037351,            0.042301,            0.014985,             0.73274,             0.79758,             0.82764,             0.53948,            0.041664,            0.046491,            0.015061,           0.0015912,           0.0015912,           0.0015912
                 169,            0.037527,            0.041479,            0.015401,             0.74581,             0.79538,             0.82906,             0.55219,            0.041845,            0.046503,            0.015038,           0.0015566,           0.0015566,           0.0015566
                 170,            0.035951,            0.039986,            0.014728,             0.74903,             0.79503,             0.82726,             0.53673,            0.041562,            0.046692,            0.015055,           0.0015231,           0.0015231,           0.0015231
                 171,            0.042048,            0.043096,            0.014993,             0.72219,             0.76819,             0.82762,             0.54126,            0.041837,            0.046852,            0.015018,           0.0014905,           0.0014905,           0.0014905
                 172,            0.037538,            0.042345,            0.015133,             0.72481,             0.77158,             0.83053,             0.54533,            0.041932,            0.047282,            0.015028,           0.0014589,           0.0014589,           0.0014589
                 173,            0.048925,            0.039083,            0.014693,             0.71157,             0.76495,             0.82586,             0.55223,            0.041748,             0.04734,            0.015017,           0.0014283,           0.0014283,           0.0014283
                 174,            0.048513,            0.042842,            0.014656,             0.70881,             0.76669,             0.83852,             0.56678,            0.041579,            0.047288,            0.014779,           0.0013987,           0.0013987,           0.0013987
                 175,             0.04267,             0.03996,            0.014923,             0.71706,             0.77597,             0.84162,             0.55176,             0.04171,            0.046996,            0.014654,           0.0013701,           0.0013701,           0.0013701
                 176,            0.036221,            0.039991,            0.014807,             0.58031,             0.77768,             0.79851,             0.54014,            0.041595,            0.046794,            0.014648,           0.0013425,           0.0013425,           0.0013425
                 177,             0.03559,            0.039514,            0.014674,             0.58681,             0.80408,             0.80151,             0.52383,            0.041593,            0.046809,            0.014561,            0.001316,            0.001316,            0.001316
                 178,            0.036495,            0.040913,            0.014819,             0.58963,              0.8055,             0.79851,             0.52557,            0.041623,            0.046828,             0.01463,           0.0012905,           0.0012905,           0.0012905
                 179,            0.048432,            0.039825,            0.014309,             0.57395,             0.77184,             0.79378,             0.53495,            0.041576,            0.046203,            0.014657,            0.001266,            0.001266,            0.001266
                 180,            0.049154,            0.039913,            0.014816,             0.68248,             0.79218,             0.79257,             0.52227,            0.041577,            0.046202,            0.014656,           0.0012426,           0.0012426,           0.0012426
                 181,            0.042399,            0.043352,            0.014955,             0.84198,             0.65434,             0.78603,              0.5104,            0.041493,            0.046218,            0.014471,           0.0012202,           0.0012202,           0.0012202
                 182,            0.041814,            0.041453,            0.014533,             0.62899,               0.764,             0.84112,             0.55139,            0.041742,            0.046352,            0.014423,           0.0011989,           0.0011989,           0.0011989
                 183,            0.042875,             0.04223,            0.014582,             0.60874,             0.76409,             0.79931,             0.52454,            0.041528,            0.046335,            0.014451,           0.0011787,           0.0011787,           0.0011787
                 184,            0.043374,            0.042433,            0.014892,             0.68324,             0.77457,              0.7915,             0.52298,            0.041479,            0.046984,            0.014423,           0.0011595,           0.0011595,           0.0011595
                 185,            0.042825,            0.042242,            0.014581,             0.69676,             0.77698,             0.79517,             0.52529,            0.041533,            0.046904,             0.01433,           0.0011414,           0.0011414,           0.0011414
                 186,             0.04202,            0.040216,             0.01462,             0.70976,             0.77625,              0.7989,             0.51265,              0.0415,            0.046765,            0.014363,           0.0011243,           0.0011243,           0.0011243
                 187,            0.035273,            0.040014,            0.014338,             0.71103,             0.76891,             0.80634,             0.52502,            0.041473,            0.046347,             0.01433,           0.0011084,           0.0011084,           0.0011084
                 188,            0.041672,            0.041757,            0.014286,             0.68939,             0.75265,             0.79929,             0.54325,            0.041438,            0.046325,             0.01427,           0.0010935,           0.0010935,           0.0010935
                 189,             0.03633,            0.039775,            0.014833,             0.68894,             0.76089,             0.80442,             0.53843,            0.041407,            0.046538,            0.014258,           0.0010797,           0.0010797,           0.0010797
                 190,            0.037231,            0.040869,            0.014422,             0.73753,             0.75957,             0.83798,             0.55993,            0.041284,            0.046541,            0.014336,            0.001067,            0.001067,            0.001067
                 191,            0.040607,            0.039849,             0.01373,             0.74568,             0.77072,             0.83993,             0.56447,            0.041161,             0.04648,            0.014342,           0.0010554,           0.0010554,           0.0010554
                 192,            0.036253,            0.041942,            0.014693,             0.74953,             0.77653,             0.84872,             0.56895,            0.041146,            0.046794,            0.014417,           0.0010449,           0.0010449,           0.0010449
                 193,            0.035592,            0.040139,            0.014406,             0.70155,             0.77684,             0.79356,              0.5378,            0.041235,            0.046438,            0.014299,           0.0010355,           0.0010355,           0.0010355
                 194,            0.048178,            0.041577,            0.014457,             0.70285,             0.77153,             0.79622,             0.53786,            0.041345,            0.046559,            0.014195,           0.0010272,           0.0010272,           0.0010272
                 195,            0.041591,            0.039036,            0.014261,             0.70198,             0.81819,             0.80008,             0.53086,            0.041492,            0.046806,            0.014186,             0.00102,             0.00102,             0.00102
                 196,            0.040893,            0.039142,            0.014137,              0.7059,             0.76428,             0.81491,             0.55006,            0.041398,            0.046621,            0.014179,           0.0010139,           0.0010139,           0.0010139
                 197,             0.03729,            0.042347,            0.014924,             0.69911,             0.75879,             0.79455,             0.53342,            0.041466,            0.046947,            0.014301,           0.0010089,           0.0010089,           0.0010089
                 198,            0.041605,             0.03822,            0.014213,             0.71783,             0.78644,             0.79944,             0.55678,            0.041292,            0.046726,            0.014196,            0.001005,            0.001005,            0.001005
                 199,            0.035011,            0.041195,            0.013712,             0.67417,             0.82263,              0.7935,              0.5428,            0.041305,            0.046491,            0.014056,           0.0010022,           0.0010022,           0.0010022
